#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ENSG00000255819	FASLG	4451508	4442944	9606.ENSP00000480609	9606.ENSP00000356694	0	0	0	0	0.065	0	0	0.669	0.677
DLG5	NOD2	4443928	4437679	9606.ENSP00000361467	9606.ENSP00000300589	0	0	0	0	0.062	0	0	0.670	0.677
LTA	CSF2	4448275	4437349	9606.ENSP00000403495	9606.ENSP00000296871	0	0	0	0	0.090	0	0	0.660	0.677
NLRP3	PANX1	4440784	4433395	9606.ENSP00000337383	9606.ENSP00000227638	0	0	0	0	0	0	0	0.677	0.677
MLN	VIP	4447569	4442841	9606.ENSP00000388825	9606.ENSP00000356213	0	0	0	0	0	0	0	0.677	0.677
NOS3	ALB	4437409	4437206	9606.ENSP00000297494	9606.ENSP00000295897	0	0	0	0	0.059	0	0	0.671	0.677
RAP1A	SGSM3	4443371	4434072	9606.ENSP00000358723	9606.ENSP00000248929	0	0	0	0	0	0.130	0	0.644	0.677
S100A9	TLR2	4443166	4434743	9606.ENSP00000357727	9606.ENSP00000260010	0	0	0	0	0.560	0	0	0.297	0.677
PKM	ACO2	4439337	4432936	9606.ENSP00000320171	9606.ENSP00000216254	0.079	0	0	0	0.103	0	0	0.640	0.677
IL10	ENTPD1	4448642	4443695	9606.ENSP00000412237	9606.ENSP00000360250	0	0	0	0	0.058	0	0	0.672	0.677
CXCL8	SELL	4438229	4433660	9606.ENSP00000306512	9606.ENSP00000236147	0	0	0	0	0.065	0	0	0.669	0.677
IL17A	GZMB	4441397	4432950	9606.ENSP00000344192	9606.ENSP00000216341	0	0	0	0	0.063	0	0	0.670	0.677
LCN2	ALB	4444080	4437206	9606.ENSP00000362108	9606.ENSP00000295897	0	0	0	0	0.062	0	0	0.670	0.677
OPTN	ATXN2	4445111	4444910	9606.ENSP00000368022	9606.ENSP00000366843	0	0	0	0	0	0	0	0.677	0.677
CD19	CXCR4	4449841	4447439	9606.ENSP00000437940	9606.ENSP00000386884	0	0	0	0	0.116	0	0	0.649	0.677
TLR4	CD40LG	4444300	4443586	9606.ENSP00000363089	9606.ENSP00000359663	0	0	0	0	0.062	0	0	0.670	0.677
RELA	LTBR	4447098	4433438	9606.ENSP00000384273	9606.ENSP00000228918	0	0	0	0	0.064	0	0	0.670	0.677
PLG	APOA1	4438461	4433668	9606.ENSP00000308938	9606.ENSP00000236850	0	0	0	0	0.337	0	0	0.533	0.677
IL17A	CCR7	4441397	4433992	9606.ENSP00000344192	9606.ENSP00000246657	0	0	0	0	0	0	0	0.677	0.677
MMP9	KDR	4443919	4435337	9606.ENSP00000361405	9606.ENSP00000263923	0	0	0	0	0	0	0	0.677	0.677
IGFBP3	COL1A1	4445494	4433346	9606.ENSP00000370473	9606.ENSP00000225964	0	0	0	0	0.290	0.379	0	0.328	0.677
GDNF	FOS	4448501	4438204	9606.ENSP00000409007	9606.ENSP00000306245	0	0	0	0	0	0	0	0.676	0.676
TNFRSF9	TNFRSF1A	4451323	4432688	9606.ENSP00000478699	9606.ENSP00000162749	0	0	0	0	0	0	0	0.676	0.676
RELA	KAT2A	4447098	4433343	9606.ENSP00000384273	9606.ENSP00000225916	0	0	0	0	0.066	0.538	0	0.310	0.676
IL18	CHI3L1	4436375	4434432	9606.ENSP00000280357	9606.ENSP00000255409	0	0	0	0	0	0	0	0.676	0.676
CRP	IFNG	4434405	4433446	9606.ENSP00000255030	9606.ENSP00000229135	0	0	0	0	0	0	0	0.676	0.676
TNF	PLA2G4A	4448041	4442892	9606.ENSP00000398698	9606.ENSP00000356436	0	0	0	0	0.061	0	0	0.669	0.676
IL6	DDX58	4447254	4445284	9606.ENSP00000385675	9606.ENSP00000369213	0	0	0	0	0.062	0	0	0.669	0.676
IL17A	TP53	4441397	4435880	9606.ENSP00000344192	9606.ENSP00000269305	0	0	0	0	0.062	0	0	0.669	0.676
PTGS2	AGT	4442894	4442719	9606.ENSP00000356438	9606.ENSP00000355627	0	0	0	0	0	0	0	0.676	0.676
SPP1	GAPDH	4446370	4433451	9606.ENSP00000378517	9606.ENSP00000229239	0	0	0	0	0	0	0	0.676	0.676
ITGAX	THBD	4450468	4444829	9606.ENSP00000454623	9606.ENSP00000366307	0	0	0	0	0.065	0	0	0.668	0.676
DECR1	KEAP1	4433130	4432712	9606.ENSP00000220764	9606.ENSP00000171111	0	0	0	0	0	0	0	0.676	0.676
CCL21	MADCAM1	4434713	4432866	9606.ENSP00000259607	9606.ENSP00000215637	0	0	0	0	0	0	0	0.676	0.676
TLR8	TREM1	4438750	4433908	9606.ENSP00000312082	9606.ENSP00000244709	0	0	0	0	0.390	0	0	0.492	0.676
HSPA4	MAPK14	4437917	4433482	9606.ENSP00000302961	9606.ENSP00000229795	0	0	0	0	0	0.167	0	0.626	0.676
TSLP	IL1RL1	4440990	4433610	9606.ENSP00000339804	9606.ENSP00000233954	0	0	0	0	0.063	0	0	0.669	0.676
CXCL9	IL1B	4442567	4435241	9606.ENSP00000354901	9606.ENSP00000263341	0	0	0	0	0.119	0	0	0.647	0.676
CXCL8	IL3	4438229	4437348	9606.ENSP00000306512	9606.ENSP00000296870	0	0	0	0	0	0	0	0.676	0.676
CXCL5	EGF	4437222	4435570	9606.ENSP00000296027	9606.ENSP00000265171	0	0	0	0	0	0	0	0.676	0.676
CD44	IL4	4448037	4433533	9606.ENSP00000398632	9606.ENSP00000231449	0	0	0	0	0	0	0	0.676	0.676
SPP1	IL18	4446370	4436375	9606.ENSP00000378517	9606.ENSP00000280357	0	0	0	0	0.062	0	0	0.669	0.676
TLR5	CD40	4449957	4443911	9606.ENSP00000440643	9606.ENSP00000361359	0	0	0	0	0.061	0	0	0.670	0.676
CD40LG	CXCL8	4443586	4438229	9606.ENSP00000359663	9606.ENSP00000306512	0	0	0	0	0.061	0	0	0.669	0.676
CD163	IL4	4442211	4433533	9606.ENSP00000352071	9606.ENSP00000231449	0	0	0	0	0	0	0	0.676	0.676
NGF	TACR1	4443338	4437971	9606.ENSP00000358525	9606.ENSP00000303522	0	0	0	0	0	0	0	0.676	0.676
CCL5	TLR9	4451102	4442410	9606.ENSP00000474412	9606.ENSP00000353874	0	0	0	0	0.061	0	0	0.670	0.676
PARK7	GAPDH	4448989	4433451	9606.ENSP00000418770	9606.ENSP00000229239	0	0	0	0	0.190	0.264	0	0.500	0.676
IL10	FASLG	4448642	4442944	9606.ENSP00000412237	9606.ENSP00000356694	0	0	0	0	0	0	0	0.676	0.676
CD19	DNTT	4449841	4443688	9606.ENSP00000437940	9606.ENSP00000360216	0	0	0	0	0.061	0	0	0.670	0.676
DRD2	TAC1	4442557	4439413	9606.ENSP00000354859	9606.ENSP00000321106	0	0	0	0	0.120	0	0	0.647	0.676
ENTPD1	IL7R	4443695	4438199	9606.ENSP00000360250	9606.ENSP00000306157	0	0	0	0	0.062	0	0	0.669	0.676
NR1H4	HNF1A	4450225	4434553	9606.ENSP00000447149	9606.ENSP00000257555	0	0	0	0	0.228	0.050	0	0.593	0.676
TGFB2	MMP2	4442765	4433061	9606.ENSP00000355896	9606.ENSP00000219070	0	0	0	0	0.101	0	0	0.654	0.676
IGF1	CRP	4437883	4434405	9606.ENSP00000302665	9606.ENSP00000255030	0	0	0	0	0.062	0	0	0.669	0.676
TLR9	CTLA4	4442410	4438004	9606.ENSP00000353874	9606.ENSP00000303939	0	0	0	0	0.062	0	0	0.669	0.676
CCL5	IL1A	4451102	4435240	9606.ENSP00000474412	9606.ENSP00000263339	0	0	0	0	0.063	0	0	0.669	0.676
IL6	LCN2	4447254	4444080	9606.ENSP00000385675	9606.ENSP00000362108	0	0	0	0	0.062	0	0	0.669	0.676
IRGM	IL23R	4449434	4439435	9606.ENSP00000428220	9606.ENSP00000321345	0	0	0	0	0	0	0	0.676	0.676
EGF	POU5F1	4435570	4434735	9606.ENSP00000265171	9606.ENSP00000259915	0	0	0	0	0	0	0	0.676	0.676
HSP90AA1	CASP3	4440643	4438651	9606.ENSP00000335153	9606.ENSP00000311032	0	0	0	0	0	0	0	0.676	0.676
MCL1	CUL1	4443243	4439878	9606.ENSP00000358022	9606.ENSP00000326804	0	0	0	0	0	0.454	0	0.431	0.676
ITGAM	TLR3	4449997	4437339	9606.ENSP00000441691	9606.ENSP00000296795	0	0	0	0	0	0.055	0	0.672	0.676
TLR4	TNFRSF1A	4444300	4432688	9606.ENSP00000363089	9606.ENSP00000162749	0	0	0	0	0.061	0	0	0.670	0.676
CTLA4	ICAM1	4438004	4435501	9606.ENSP00000303939	9606.ENSP00000264832	0	0	0	0	0.061	0	0	0.670	0.676
TLR4	CTLA4	4444300	4438004	9606.ENSP00000363089	9606.ENSP00000303939	0	0	0	0	0.064	0	0	0.669	0.676
IL6	CD69	4447254	4433409	9606.ENSP00000385675	9606.ENSP00000228434	0	0	0	0	0.063	0	0	0.669	0.676
HLA-B	ERAP1	4448060	4437331	9606.ENSP00000399168	9606.ENSP00000296754	0	0	0	0	0.088	0.209	0	0.588	0.676
IL7R	ITGAE	4438199	4435192	9606.ENSP00000306157	9606.ENSP00000263087	0	0	0	0	0.061	0	0	0.669	0.675
UGT1A7	ALDH1A1	4444181	4437436	9606.ENSP00000362525	9606.ENSP00000297785	0	0	0	0	0.095	0	0.650	0.057	0.675
NOTCH1	POU5F1	4436260	4434735	9606.ENSP00000277541	9606.ENSP00000259915	0	0	0	0	0	0.057	0	0.670	0.675
IL17F	CXCL8	4440787	4438229	9606.ENSP00000337432	9606.ENSP00000306512	0	0	0	0	0	0	0	0.675	0.675
CD19	GZMB	4449841	4432950	9606.ENSP00000437940	9606.ENSP00000216341	0	0	0	0	0.085	0	0	0.660	0.675
CASP1	HMGB1	4449658	4441512	9606.ENSP00000433138	9606.ENSP00000345347	0	0	0	0	0	0	0	0.675	0.675
IFNA1	ICAM1	4436248	4435501	9606.ENSP00000276927	9606.ENSP00000264832	0	0	0	0	0	0	0	0.675	0.675
VEGFA	IL15	4451310	4437305	9606.ENSP00000478570	9606.ENSP00000296545	0	0	0	0	0.061	0	0	0.669	0.675
CD19	ITGAE	4449841	4435192	9606.ENSP00000437940	9606.ENSP00000263087	0	0	0	0	0	0	0	0.675	0.675
IL16	IL18	4437914	4436375	9606.ENSP00000302935	9606.ENSP00000280357	0	0	0	0	0.061	0	0	0.669	0.675
CTLA4	CD160	4438004	4433657	9606.ENSP00000303939	9606.ENSP00000235933	0	0	0	0	0.061	0	0	0.669	0.675
CSF2	FGF2	4437349	4435443	9606.ENSP00000296871	9606.ENSP00000264498	0	0	0	0	0.061	0	0	0.669	0.675
IL21	GZMB	4435442	4432950	9606.ENSP00000264497	9606.ENSP00000216341	0	0	0	0	0.059	0	0	0.669	0.675
TLR4	CASP3	4444300	4438651	9606.ENSP00000363089	9606.ENSP00000311032	0	0	0	0	0	0.080	0	0.661	0.675
IL13	OSMR	4438088	4436121	9606.ENSP00000304915	9606.ENSP00000274276	0	0	0	0	0	0	0.600	0.222	0.675
IGFBP3	GH1	4445494	4438810	9606.ENSP00000370473	9606.ENSP00000312673	0	0	0	0	0	0	0	0.675	0.675
VEGFA	PLAU	4451310	4444017	9606.ENSP00000478570	9606.ENSP00000361850	0	0	0	0	0.069	0	0	0.666	0.675
ADCY7	ITPA	4446306	4445328	9606.ENSP00000378187	9606.ENSP00000369456	0	0	0	0	0	0	0.650	0.110	0.675
BMP7	FGF2	4446466	4435443	9606.ENSP00000379204	9606.ENSP00000264498	0	0	0	0	0	0.050	0	0.672	0.675
NLRP1	IL1B	4451305	4435241	9606.ENSP00000478516	9606.ENSP00000263341	0	0	0	0	0.061	0	0	0.669	0.675
CD19	CD274	4449841	4445568	9606.ENSP00000437940	9606.ENSP00000370989	0	0	0	0	0.061	0	0	0.668	0.675
NF1	MAP2K1	4442095	4437859	9606.ENSP00000351015	9606.ENSP00000302486	0	0	0	0	0	0.185	0	0.617	0.675
GHRL	ALB	4440636	4437206	9606.ENSP00000335074	9606.ENSP00000295897	0	0	0	0	0	0	0	0.675	0.675
NFKBIZ	MAP3K8	4439783	4435185	9606.ENSP00000325663	9606.ENSP00000263056	0	0	0	0	0.523	0.064	0	0.331	0.675
THADA	ADAM30	4447295	4443309	9606.ENSP00000385995	9606.ENSP00000358407	0	0	0	0	0.061	0	0	0.669	0.675
ADIPOQ	NOS3	4447630	4437409	9606.ENSP00000389814	9606.ENSP00000297494	0	0	0	0	0.061	0	0	0.669	0.675
IL17A	GAPDH	4441397	4433451	9606.ENSP00000344192	9606.ENSP00000229239	0	0	0	0	0.061	0	0	0.669	0.675
DNMT3A	STAT3	4435481	4435468	9606.ENSP00000264709	9606.ENSP00000264657	0	0	0	0	0	0.132	0	0.641	0.675
ADAM17	CXCL8	4438549	4438229	9606.ENSP00000309968	9606.ENSP00000306512	0	0	0	0	0	0	0	0.675	0.675
CCL4	IL16	4451651	4437914	9606.ENSP00000482259	9606.ENSP00000302935	0	0	0	0	0.143	0	0	0.636	0.675
CXCL8	MIF	4438229	4432873	9606.ENSP00000306512	9606.ENSP00000215754	0	0	0	0	0	0	0	0.675	0.675
TLR1	CCL2	4442576	4433339	9606.ENSP00000354932	9606.ENSP00000225831	0	0	0	0	0.058	0	0	0.670	0.675
IL3	IL10RB	4437348	4436842	9606.ENSP00000296870	9606.ENSP00000290200	0	0	0	0	0	0	0.600	0.221	0.675
PTPRC	DNTT	4448605	4443688	9606.ENSP00000411355	9606.ENSP00000360216	0	0	0	0	0.061	0	0	0.669	0.675
THBD	IL3RA	4444829	4439962	9606.ENSP00000366307	9606.ENSP00000327890	0	0	0	0	0.061	0	0	0.669	0.675
CD40LG	IL13	4443586	4438088	9606.ENSP00000359663	9606.ENSP00000304915	0	0	0	0	0.061	0	0	0.669	0.675
TLR5	CCL2	4449957	4433339	9606.ENSP00000440643	9606.ENSP00000225831	0	0	0	0	0.055	0	0	0.670	0.674
TLR4	IL21	4444300	4435442	9606.ENSP00000363089	9606.ENSP00000264497	0	0	0	0	0	0	0	0.674	0.674
LGALS3	IL4	4434352	4433533	9606.ENSP00000254301	9606.ENSP00000231449	0	0	0	0	0	0	0	0.674	0.674
TRAF4	RPS6KB1	4435071	4433324	9606.ENSP00000262395	9606.ENSP00000225577	0	0	0	0	0.055	0.379	0	0.489	0.674
ITGAM	FCGR3B	4449997	4449681	9606.ENSP00000441691	9606.ENSP00000433642	0	0	0	0	0.334	0	0	0.531	0.674
IL3	IL1A	4437348	4435240	9606.ENSP00000296870	9606.ENSP00000263339	0	0	0	0	0	0	0	0.674	0.674
TLR4	IGF1	4444300	4437883	9606.ENSP00000363089	9606.ENSP00000302665	0	0	0	0	0.061	0	0	0.667	0.674
IGF1	GAPDH	4437883	4433451	9606.ENSP00000302665	9606.ENSP00000229239	0	0	0	0	0	0	0	0.674	0.674
GAPDH	HMOX1	4433451	4432912	9606.ENSP00000229239	9606.ENSP00000216117	0	0	0	0	0	0	0	0.674	0.674
IL6	IL17RA	4447254	4439403	9606.ENSP00000385675	9606.ENSP00000320936	0	0	0	0	0	0	0	0.674	0.674
FOS	GAPDH	4438204	4433451	9606.ENSP00000306245	9606.ENSP00000229239	0	0	0	0	0	0	0	0.674	0.674
CTLA4	NOTCH1	4438004	4436260	9606.ENSP00000303939	9606.ENSP00000277541	0	0	0	0	0.049	0	0	0.671	0.674
SOCS1	IL1B	4440100	4435241	9606.ENSP00000329418	9606.ENSP00000263341	0	0	0	0	0.090	0	0	0.656	0.674
MUC1	PPARG	4451890	4436745	9606.ENSP00000484824	9606.ENSP00000287820	0	0	0	0	0	0.379	0	0.497	0.674
IRAK1	TNFRSF1A	4443435	4432688	9606.ENSP00000358997	9606.ENSP00000162749	0	0	0	0	0.063	0.263	0	0.566	0.674
CD209	CSF2	4439000	4437349	9606.ENSP00000315477	9606.ENSP00000296871	0	0	0	0	0	0	0	0.674	0.674
IL10	SMAD3	4448642	4440414	9606.ENSP00000412237	9606.ENSP00000332973	0	0	0	0	0	0	0	0.674	0.674
GHRL	GH1	4440636	4438810	9606.ENSP00000335074	9606.ENSP00000312673	0	0	0	0	0	0	0	0.674	0.674
IL7R	IL23A	4438199	4433418	9606.ENSP00000306157	9606.ENSP00000228534	0	0	0	0	0.060	0	0.600	0.205	0.674
TLR4	NOTCH1	4444300	4436260	9606.ENSP00000363089	9606.ENSP00000277541	0	0	0	0	0	0.051	0	0.671	0.674
CASP3	RPS6KB1	4438651	4433324	9606.ENSP00000311032	9606.ENSP00000225577	0	0	0	0	0	0.050	0	0.671	0.674
HRAS	CASP3	4448459	4438651	9606.ENSP00000407586	9606.ENSP00000311032	0	0	0	0	0.062	0.064	0	0.658	0.674
TLR1	IL4	4442576	4433533	9606.ENSP00000354932	9606.ENSP00000231449	0	0	0	0	0	0	0	0.674	0.674
IL2RA	IL12B	4445295	4433529	9606.ENSP00000369293	9606.ENSP00000231228	0	0	0	0	0	0	0.600	0.220	0.674
TNF	IL23A	4448041	4433418	9606.ENSP00000398698	9606.ENSP00000228534	0	0	0	0	0.127	0	0	0.641	0.674
CXCL8	IL11	4438229	4435452	9606.ENSP00000306512	9606.ENSP00000264563	0	0	0	0	0	0	0	0.674	0.674
PRDM1	AICDA	4443256	4433465	9606.ENSP00000358092	9606.ENSP00000229335	0	0	0	0	0	0	0	0.674	0.674
KSR1	HSP90AA1	4446877	4440643	9606.ENSP00000381958	9606.ENSP00000335153	0	0	0	0	0	0.318	0	0.541	0.674
PANX2	P2RX7	4446462	4440203	9606.ENSP00000379183	9606.ENSP00000330696	0	0	0	0	0	0	0	0.673	0.673
TNFSF15	IL13	4444313	4438088	9606.ENSP00000363157	9606.ENSP00000304915	0	0	0	0	0	0	0	0.673	0.673
BSN	SYT1	4437282	4434836	9606.ENSP00000296452	9606.ENSP00000261205	0	0	0	0	0.232	0	0	0.592	0.673
TLR5	HMGB1	4449957	4441512	9606.ENSP00000440643	9606.ENSP00000345347	0	0	0	0	0	0.051	0	0.670	0.673
BTNL2	HLA-DRA	4447661	4446403	9606.ENSP00000390613	9606.ENSP00000378786	0	0	0	0	0	0	0	0.673	0.673
ADIPOQ	PPARA	4447630	4447242	9606.ENSP00000389814	9606.ENSP00000385523	0	0	0	0	0	0	0	0.673	0.673
NEDD9	HDAC6	4445212	4440521	9606.ENSP00000368759	9606.ENSP00000334061	0	0	0	0	0	0	0	0.673	0.673
IL17A	TSLP	4441397	4440990	9606.ENSP00000344192	9606.ENSP00000339804	0	0	0	0	0	0	0	0.673	0.673
NPR3	GUCY2C	4435551	4434826	9606.ENSP00000265074	9606.ENSP00000261170	0	0.001	0	0	0	0	0	0.673	0.673
CCL8	CCL2	4446293	4433339	9606.ENSP00000378118	9606.ENSP00000225831	0	0	0	0.967	0.513	0.340	0	0.745	0.673
CASP3	DECR1	4438651	4433130	9606.ENSP00000311032	9606.ENSP00000220764	0	0	0	0	0	0	0	0.673	0.673
IGF2	FGF2	4447717	4435443	9606.ENSP00000391826	9606.ENSP00000264498	0	0	0	0	0	0	0	0.673	0.673
ADIPOQ	ALB	4447630	4437206	9606.ENSP00000389814	9606.ENSP00000295897	0	0	0	0	0	0	0	0.673	0.673
NME6	ADCY7	4448838	4446306	9606.ENSP00000416658	9606.ENSP00000378187	0	0	0	0	0	0	0.650	0.104	0.673
IL22	CCRL2	4450035	4441993	9606.ENSP00000442424	9606.ENSP00000349967	0	0	0	0	0	0	0	0.673	0.673
FCGR2A	CD69	4435978	4433409	9606.ENSP00000271450	9606.ENSP00000228434	0	0	0	0	0.096	0	0	0.653	0.673
IL1B	GAPDH	4435241	4433451	9606.ENSP00000263341	9606.ENSP00000229239	0	0	0	0	0	0	0	0.673	0.673
IL4R	IL23A	4446450	4433418	9606.ENSP00000379111	9606.ENSP00000228534	0	0	0	0	0.076	0	0.600	0.187	0.673
HMGB1	TLR8	4441512	4438750	9606.ENSP00000345347	9606.ENSP00000312082	0	0	0	0	0	0.051	0	0.670	0.673
TNFRSF9	CD40LG	4451323	4443586	9606.ENSP00000478699	9606.ENSP00000359663	0	0	0	0	0	0	0	0.673	0.673
CCL4	TLR2	4451651	4434743	9606.ENSP00000482259	9606.ENSP00000260010	0	0	0	0	0.262	0	0	0.575	0.673
CCL2	TGFB1	4433339	4433189	9606.ENSP00000225831	9606.ENSP00000221930	0	0	0	0	0	0	0	0.673	0.673
TYMS	MSH2	4439011	4433580	9606.ENSP00000315644	9606.ENSP00000233146	0.074	0	0	0	0.430	0	0	0.430	0.673
IL3	IL12RB2	4437348	4435061	9606.ENSP00000296870	9606.ENSP00000262345	0	0	0	0	0	0	0.600	0.218	0.673
IL6	AIF1	4447254	4444670	9606.ENSP00000385675	9606.ENSP00000365227	0	0	0	0	0	0	0	0.673	0.673
PLA2G4A	CYP3A4	4442892	4440831	9606.ENSP00000356436	9606.ENSP00000337915	0	0	0	0	0	0	0.650	0.105	0.673
ITGB2	CCR5	4446737	4436956	9606.ENSP00000380948	9606.ENSP00000292303	0	0	0	0	0.533	0	0	0.329	0.673
IL6ST	IFNA1	4445526	4436248	9606.ENSP00000370698	9606.ENSP00000276927	0	0	0	0	0	0	0.600	0.217	0.673
PTPRC	IL3	4448605	4437348	9606.ENSP00000411355	9606.ENSP00000296870	0	0	0	0	0	0	0	0.673	0.673
ITGB3	VIM	4450406	4450181	9606.ENSP00000452786	9606.ENSP00000446007	0	0	0	0	0.112	0.305	0	0.512	0.673
TLR8	CCL2	4438750	4433339	9606.ENSP00000312082	9606.ENSP00000225831	0	0	0	0	0.055	0	0	0.669	0.673
CD274	IL4	4445568	4433533	9606.ENSP00000370989	9606.ENSP00000231449	0	0	0	0	0	0	0	0.673	0.673
IL6	CCRL2	4447254	4441993	9606.ENSP00000385675	9606.ENSP00000349967	0	0	0	0	0.099	0	0	0.651	0.672
ACKR2	FOXP3	4448856	4444690	9606.ENSP00000416996	9606.ENSP00000365380	0	0	0	0	0	0.052	0	0.669	0.672
GCG	SERPINE1	4447518	4433266	9606.ENSP00000387662	9606.ENSP00000223095	0	0	0	0	0	0	0	0.672	0.672
CD40	IL13	4443911	4438088	9606.ENSP00000361359	9606.ENSP00000304915	0	0	0	0	0	0	0	0.672	0.672
MCL1	EGF	4443243	4435570	9606.ENSP00000358022	9606.ENSP00000265171	0	0	0	0	0	0	0	0.672	0.672
CTGF	STAT3	4442998	4435468	9606.ENSP00000356954	9606.ENSP00000264657	0	0	0	0	0	0	0	0.672	0.672
CD19	CD83	4449841	4445165	9606.ENSP00000437940	9606.ENSP00000368450	0	0	0	0	0.065	0	0	0.664	0.672
IL10	STAT5A	4448642	4441128	9606.ENSP00000412237	9606.ENSP00000341208	0	0	0	0	0	0.096	0	0.652	0.672
CXCR4	IL2	4447439	4433376	9606.ENSP00000386884	9606.ENSP00000226730	0	0	0	0	0	0	0	0.672	0.672
CSF2	IL11	4437349	4435452	9606.ENSP00000296871	9606.ENSP00000264563	0	0	0	0	0	0	0	0.672	0.672
PARK7	HIPK1	4448989	4443350	9606.ENSP00000418770	9606.ENSP00000358571	0	0	0	0	0.062	0.379	0	0.482	0.672
TNF	CXCL5	4448041	4437222	9606.ENSP00000398698	9606.ENSP00000296027	0	0	0	0	0.084	0	0	0.656	0.672
VEGFA	MAPK1	4451310	4432880	9606.ENSP00000478570	9606.ENSP00000215832	0	0	0	0	0	0	0	0.672	0.672
TLR3	IFNG	4437339	4433446	9606.ENSP00000296795	9606.ENSP00000229135	0	0	0	0	0.061	0	0	0.665	0.672
JUN	LEP	4443699	4438805	9606.ENSP00000360266	9606.ENSP00000312652	0	0	0	0	0	0	0	0.672	0.672
PPARG	MAPK1	4436745	4432880	9606.ENSP00000287820	9606.ENSP00000215832	0	0	0	0	0	0.399	0	0.476	0.672
CCR5	TLR2	4436956	4434743	9606.ENSP00000292303	9606.ENSP00000260010	0	0	0	0	0.268	0	0	0.570	0.672
FCGR3A	TLR2	4442995	4434743	9606.ENSP00000356946	9606.ENSP00000260010	0	0	0	0	0.557	0	0	0.291	0.672
TLR1	IL17A	4442576	4441397	9606.ENSP00000354932	9606.ENSP00000344192	0	0	0	0	0	0	0	0.672	0.672
NOS3	SERPINE1	4437409	4433266	9606.ENSP00000297494	9606.ENSP00000223095	0	0	0	0	0.053	0	0	0.668	0.672
LGALS4	NOTCH1	4437822	4436260	9606.ENSP00000302100	9606.ENSP00000277541	0	0	0	0	0.050	0	0	0.669	0.672
GPBAR1	SLC10A2	4449564	4433927	9606.ENSP00000430886	9606.ENSP00000245312	0	0	0	0	0	0	0	0.672	0.672
FN1	NOTCH1	4441661	4436260	9606.ENSP00000346839	9606.ENSP00000277541	0	0	0	0	0.061	0	0	0.665	0.672
HSPA4	HMOX1	4437917	4432912	9606.ENSP00000302961	9606.ENSP00000216117	0	0	0	0	0	0	0	0.672	0.672
OSMR	IL4	4436121	4433533	9606.ENSP00000274276	9606.ENSP00000231449	0	0	0	0	0	0	0.600	0.214	0.672
IL1R1	IL17A	4447368	4441397	9606.ENSP00000386380	9606.ENSP00000344192	0	0	0	0	0	0	0	0.672	0.672
ADAM17	MAPK14	4438549	4433482	9606.ENSP00000309968	9606.ENSP00000229795	0	0	0	0	0	0	0	0.671	0.672
IL17F	IL9	4440787	4436141	9606.ENSP00000337432	9606.ENSP00000274520	0	0	0	0	0.095	0	0	0.652	0.672
CCL5	TLR1	4451102	4442576	9606.ENSP00000474412	9606.ENSP00000354932	0	0	0	0	0.108	0	0	0.647	0.672
CXCR4	IFNG	4447439	4433446	9606.ENSP00000386884	9606.ENSP00000229135	0	0	0	0	0	0	0	0.672	0.672
IL6	GPR29	4447254	4441381	9606.ENSP00000385675	9606.ENSP00000343952	0	0	0	0	0	0	0	0.672	0.672
FN1	IL17A	4441661	4441397	9606.ENSP00000346839	9606.ENSP00000344192	0	0	0	0	0	0	0	0.671	0.671
IL17D	IL12RB2	4437913	4435061	9606.ENSP00000302924	9606.ENSP00000262345	0	0	0	0	0	0	0.600	0.212	0.671
CD44	IL2RA	4448037	4445295	9606.ENSP00000398632	9606.ENSP00000369293	0	0	0	0	0	0	0	0.671	0.671
EGF	IL12RB2	4435570	4435061	9606.ENSP00000265171	9606.ENSP00000262345	0	0	0	0	0	0	0.600	0.212	0.671
IL4R	IFNA1	4446450	4436248	9606.ENSP00000379111	9606.ENSP00000276927	0	0	0	0	0	0	0.600	0.213	0.671
CSF2RA	IL13	4447840	4438088	9606.ENSP00000394227	9606.ENSP00000304915	0	0	0	0	0	0	0.600	0.212	0.671
TNF	PLA2G2A	4448041	4447011	9606.ENSP00000398698	9606.ENSP00000383364	0	0	0	0	0	0	0	0.671	0.671
NGF	HGF	4443338	4433227	9606.ENSP00000358525	9606.ENSP00000222390	0	0	0	0	0	0.102	0	0.649	0.671
PLAU	TP53	4444017	4435880	9606.ENSP00000361850	9606.ENSP00000269305	0	0	0	0	0	0	0	0.671	0.671
HRAS	MAPK14	4448459	4433482	9606.ENSP00000407586	9606.ENSP00000229795	0	0	0	0	0.063	0.262	0	0.562	0.671
FAS	SELL	4441783	4433660	9606.ENSP00000347979	9606.ENSP00000236147	0	0	0	0	0.062	0	0	0.664	0.671
IL17A	DEFB103B	4441397	4439702	9606.ENSP00000344192	9606.ENSP00000324633	0	0	0	0	0	0	0	0.671	0.671
CXCL8	DEFB4A	4438229	4437973	9606.ENSP00000306512	9606.ENSP00000303532	0	0	0	0	0.049	0	0	0.669	0.671
CASP3	MAP2K1	4438651	4437859	9606.ENSP00000311032	9606.ENSP00000302486	0	0	0	0	0.061	0.068	0	0.655	0.671
ISG20	IFIH1	4438236	4435285	9606.ENSP00000306565	9606.ENSP00000263642	0	0	0	0	0.225	0	0	0.593	0.671
